Starttid;Sluttid;Övning;Vikt;Reps;Anteckningar;Kcal;Distans;Tid;Kategori;Namn;Kroppsvikt
2017-04-05 16:00;;"Incline DB Press 30’";25;12;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"Machine Row";62.5;12;"";0;0;0;Back;"Mellandag";
2017-04-05 16:00;;"Machine Row";62.5;12;"";0;0;0;Back;"Mellandag";
2017-04-05 16:00;;"Machine Row";62.5;11;"";0;0;0;Back;"Mellandag";
2017-04-05 16:00;;"Machine Chest Press";65;12;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"Machine Chest Press";65;12;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"Machine Chest Press";65;14;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Mellandag";
2017-04-05 16:00;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Mellandag";
2017-04-05 16:00;;"Pushdowns";27.5;13;"";0;0;0;Triceps;"Mellandag";
2017-04-05 16:00;;"Lat Pulldown";60;12;"";0;0;0;Back;"Mellandag";
2017-04-05 16:00;;"Lat Pulldown";60;12;"";0;0;0;Back;"Mellandag";
2017-04-05 16:00;;"Lat Pulldown";60;10;"";0;0;0;Back;"Mellandag";
2017-04-05 16:00;;"High Cable Fly";17.5;15;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"High Cable Fly";17.5;15;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"High Cable Fly";17.5;13;"";0;0;0;Chest;"Mellandag";
2017-04-05 16:00;;"Machine Lateral Raise";15;15;"";0;0;0;Delts;"Mellandag";
2017-04-05 16:00;;"Machine Lateral Raise";15;15;"";0;0;0;Delts;"Mellandag";
2017-04-05 16:00;;"Machine Lateral Raise";15;15;"";0;0;0;Delts;"Mellandag";
2017-04-05 16:00;;"Machine Lateral Raise";15;24;"";0;0;0;Delts;"Mellandag";
2017-04-05 16:00;;"Rope Hammer Curl";17.5;12;"";0;0;0;Biceps;"Mellandag";
2017-04-05 16:00;;"Rope Hammer Curl";17.5;12;"";0;0;0;Biceps;"Mellandag";
2017-04-05 16:00;;"Rope Hammer Curl";17.5;12;"";0;0;0;Biceps;"Mellandag";
2017-04-05 16:00;;"Rope Hammer Curl";17.5;12;"";0;0;0;Biceps;"Mellandag";
2017-04-05 16:00;;"Rope Facepull";15;15;"";0;0;0;Delts;"Mellandag";
2017-04-05 16:00;;"Rope Facepull";15;15;"";0;0;0;Delts;"Mellandag";
2017-04-05 16:00;;"Rope Facepull";15;;"";0;0;0;Delts;"Mellandag";
2017-04-04 16:00;;"Deadlift";157.5;5;"";0;0;0;Back;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Deadlift";132.5;6;"";0;0;0;Back;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Deadlift";117.5;8;"";0;0;0;Back;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Seated Stack Leg Press";150;12;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Seated Stack Leg Press";130;13;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Seated Stack Leg Press";110;15;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Back Extension";0;12;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Back Extension";0;11;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Back Extension";0;11;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Single Leg Extension";22.5;12;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Single Leg Extension";22.5;12;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Single Leg Extension";22.5;12;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Technogym Leg Extension";45;14;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Technogym Leg Extension";35;15;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Lying Leg Curl";22.5;15;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Lying Leg Curl";22.5;14;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Lying Leg Curl";22.5;12;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Calf Press in seated leg press";95;15;"";0;0;0;Calves;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Calf Press in seated leg press";95;15;"";0;0;0;Calves;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Calf Press in seated leg press";95;15;"";0;0;0;Calves;"Leangains 3 Marklyft & benpress";
2017-04-04 16:00;;"Calf Press in seated leg press";95;14;"";0;0;0;Calves;"Leangains 3 Marklyft & benpress";
2017-04-03 16:00;;"Pull Up";10;8;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Pull Up";10;8;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Pull Up";10;6;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Pull Up";0;10;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Paused Bench Press";80;10;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Paused Bench Press";90;1;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Paused Bench Press";100;1;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Paused Bench Press";75;11;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Row close grip";45;12;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Row close grip";45;12;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Row close grip";45;12;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Incline DB Press 30’";25;12;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Incline DB Press 30’";25;12;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Incline DB Press 30’";25;12;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Lateral Dumbbell Raise";7.5;15;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Lateral Dumbbell Raise";7.5;13;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Lateral Dumbbell Raise";7.5;12;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Lateral Dumbbell Raise";7.5;12;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Cable Curl";17.5;13;"";0;0;0;Biceps;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"High to Low Cable Fly";10;15;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Bent-over Cable Fly";10;14;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Bent-over Cable Fly";10;12;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Bent-over Cable Fly";10;12;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Rear Delt Swing";5;20;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Rear Delt Swing";5;17;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Rear Delt Swing";5;17;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-03 16:00;;"Rear Delt Swing";5;15;"";0;0;0;Delts;"Leangains 1 Bänkpress & pullups";
2017-04-01 17:00;;"High Bar Squat";100;6;"";0;0;0;Quads & Glutes;"Leangains 2 Knäböj";
2017-04-01 17:00;;"High Bar Squat";85;7;"";0;0;0;Quads & Glutes;"Leangains 2 Knäböj";
2017-04-01 17:00;;"High Bar Squat";75;8;"";0;0;0;Quads & Glutes;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Seated Leg Curl";32.5;15;"";0;0;0;Hamstrings;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Seated Leg Curl";32.5;15;"";0;0;0;Hamstrings;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Seated Leg Curl";32.5;15;"";0;0;0;Hamstrings;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Single Leg Extension";22.5;12;"";0;0;0;Quads & Glutes;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Single Leg Extension";22.5;12;"";0;0;0;Quads & Glutes;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Single Leg Extension";22.5;12;"";0;0;0;Quads & Glutes;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Lying Leg Curl";20;15;"";0;0;0;Hamstrings;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Lying Leg Curl";20;15;"";0;0;0;Hamstrings;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Lying Leg Curl";20;15;"";0;0;0;Hamstrings;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Calf Press in seated leg press";95;15;"";0;0;0;Calves;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Calf Press in seated leg press";95;15;"";0;0;0;Calves;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Calf Press in seated leg press";95;15;"";0;0;0;Calves;"Leangains 2 Knäböj";
2017-04-01 17:00;;"Calf Press in seated leg press";95;13;"";0;0;0;Calves;"Leangains 2 Knäböj";
2017-03-31 14:25;;"Paused Bench Press";95;4;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Paused Bench Press";85;7;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Paused Bench Press";75;8;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Barbell Row";65;10;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Barbell Row";65;10;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Barbell Row";65;10;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Machine Chest Press";60;21;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Machine Chest Press";65;15;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Machine Chest Press";75;10;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Lat Pulldown";60;12;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Lat Pulldown";60;12;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Lat Pulldown";60;11;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"High to Low Cable Fly";10;15;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"High to Low Cable Fly";10;15;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"High to Low Cable Fly";10;14;"";0;0;0;Chest;"Leangains pausad bänk ";
2017-03-31 14:25;;"Machine Row";50;15;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Machine Row";50;14;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Machine Row";50;12;"";0;0;0;Back;"Leangains pausad bänk ";
2017-03-31 14:25;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Cable Curl";17.5;13;"";0;0;0;Biceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Leangains pausad bänk ";
2017-03-31 14:25;;"Rear Delt Swing";5;20;"";0;0;0;Delts;"Leangains pausad bänk ";
2017-03-31 14:25;;"Rear Delt Swing";5;18;"";0;0;0;Delts;"Leangains pausad bänk ";
2017-03-31 14:25;;"Rear Delt Swing";5;15;"";0;0;0;Delts;"Leangains pausad bänk ";
2017-03-31 14:25;;"Rear Delt Swing";5;15;"";0;0;0;Delts;"Leangains pausad bänk ";
2017-03-29 18:46;;"Incline DB Press 30’";32.5;8;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Incline DB Press 30’";27.5;10;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Incline DB Press 30’";25;12;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Machine Row";62.5;12;"";0;0;0;Back;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Machine Row";62.5;11;"";0;0;0;Back;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Machine Row";62.5;10;"";0;0;0;Back;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Machine Chest Press";60;20;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Machine Chest Press";65;14;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Machine Chest Press";70;10;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Reverse Vertical Traction";60;12;"";0;0;0;Back;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Reverse Vertical Traction";60;12;"";0;0;0;Back;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Reverse Vertical Traction";60;12;"";0;0;0;Back;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Låga Cable Crossovers";15;15;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Låga Cable Crossovers";15;12;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Låga Cable Crossovers";15;14;"";0;0;0;Chest;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Upright Row";12.5;20;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Upright Row";12.5;18;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Upright Row";12.5;16;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Upright Row";12.5;17;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Cable Curl";17.5;13;"";0;0;0;Biceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Cable Curl";17.5;13;"";0;0;0;Biceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Pushdowns";27.5;15;"";0;0;0;Triceps;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Facepull";15;15;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Facepull";15;13;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-29 18:46;;"Rope Facepull";15;12;"";0;0;0;Delts;"Mellandag RPT DB incline";
2017-03-28 18:22;;"Deadlift";155;5;"";0;0;0;Back;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Deadlift";130;6;"";0;0;0;Back;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Deadlift";115;10;"";0;0;0;Back;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Arm Curl";15;20;"";0;0;0;Biceps;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Arm Curl";15;18;"";0;0;0;Biceps;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Arm Curl";15;17;"";0;0;0;Biceps;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Arm Curl";15;15;"";0;0;0;Biceps;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Seated Stack Leg Press";145;12;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Seated Stack Leg Press";125;13;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Seated Stack Leg Press";105;15;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Back Extension";0;11;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Back Extension";0;11;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Back Extension";0;10;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Single Leg Extension";22.5;10;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Single Leg Extension";22.5;10;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Single Leg Extension";22.5;10;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Seated Leg Curl";32.5;15;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Seated Leg Curl";32.5;13;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Seated Leg Curl";32.5;12;"";0;0;0;Hamstrings;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Technogym Leg Extension";40;15;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Technogym Leg Extension";40;15;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-28 18:22;;"Technogym Leg Extension";40;20;"";0;0;0;Quads & Glutes;"Leangains 3 Marklyft & benpress";
2017-03-27 18:40;;"Push Ups";0;15;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Bench Press ";40;10;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Bench Press ";60;10;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";82.5;5;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";90;3;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";95;1;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";100;1;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";95;1;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";95;1;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";90;3;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Paused Bench Press";82.5;5;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Barbell Row";65;12;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Barbell Row";65;10;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Barbell Row";65;10;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Seated DB Press";22.5;10;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Seated DB Press";22.5;10;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Seated DB Press";22.5;8;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Lat Pulldown";60;12;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Lat Pulldown";60;12;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Lat Pulldown";60;10;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"High Cable Fly";17.5;15;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"High Cable Fly";17.5;15;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"High Cable Fly";17.5;14;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"High Cable Fly";17.5;13;"";0;0;0;Chest;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Dumbbell Row";25;12;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Dumbbell Row";25;12;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Dumbbell Row";25;12;"";0;0;0;Back;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Upright Row";10;20;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Upright Row";10;20;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Upright Row";10;20;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Upright Row";10;20;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Cable Curl";17.5;15;"";0;0;0;Biceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Cable Curl";17.5;13;"";0;0;0;Biceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Pushdowns";25;15;"";0;0;0;Triceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Pushdowns";25;15;"";0;0;0;Triceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Pushdowns";25;15;"";0;0;0;Triceps;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Facepull";15;15;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Facepull";15;14;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-27 18:40;;"Rope Facepull";15;12;"";0;0;0;Delts;"UF PWR Heavy Bench Måndag/Onsdag";
2017-03-25 12:50;;"High Bar Squat";97.5;8;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"High Bar Squat";85;9;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"High Bar Squat";77.5;10;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Leg Curl";42.5;15;"";0;0;0;Hamstrings;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Leg Curl";42.5;15;"";0;0;0;Hamstrings;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Leg Curl";42.5;15;"";0;0;0;Hamstrings;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Technogym Leg Extension";37.5;18;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Technogym Leg Extension";37.5;18;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Technogym Leg Extension";37.5;25;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Standing Single Leg Curl";10;15;"";0;0;0;Hamstrings;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Standing Single Leg Curl";15;12;"";0;0;0;Hamstrings;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Standing Single Leg Curl";15;12;"";0;0;0;Hamstrings;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Single Leg Extension";15;12;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Single Leg Extension";15;12;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Single Leg Extension";17.5;12;"";0;0;0;Quads & Glutes;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Calf Raise";20;15;"";0;0;0;Calves;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Calf Raise";20;15;"";0;0;0;Calves;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Calf Raise";20;13;"";0;0;0;Calves;"MALKARS Leangains 2 Knäböj";
2017-03-25 12:50;;"Seated Calf Raise";20;12;"";0;0;0;Calves;"MALKARS Leangains 2 Knäböj";
2017-03-24 15:50;;"Bench Press ";92.5;6;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-03-24 15:50;;"Bench Press ";82.5;8;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-03-24 15:50;;"Bench Press ";72.5;10;"";0;0;0;Chest;"Leangains 1 Bänkpress & pullups";
2017-03-24 15:50;;"Pull Up";21.25;5;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-03-24 15:50;;"Pull Up";10;6;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
2017-03-24 15:50;;"Pull Up";0;8;"";0;0;0;Back;"Leangains 1 Bänkpress & pullups";
